precio,aseos,dormitorios,superficie,plantas,codigo_postal
415000,3,1.5,1220,1.5,98103
490000,3,1.75,1470,1,98052
1425000,4,5,4630,2,98075
275000,3,1.5,1400,1,98030
325000,2,1,1070,1,98106
1180000,5,3.75,3630,1.5,98033
690000,4,1.5,1970,2.5,98103
410000,4,2,2010,2,98166
960000,4,2.5,2820,1,98116
299250,3,2.5,2530,2,98023
239000,2,1,710,1,98166
235000,2,1,1210,1,98106
587000,3,2.25,2370,2,98053
431000,4,2.5,2300,2,98056
1636000,3,2.5,3110,2,98115
285000,3,1.75,1990,1,98055
778000,3,3,2630,1,98006
415000,3,1,1300,1,98008
550285,2,1.75,1680,1,98053
910000,3,2.25,2180,1,98040
860000,3,2.5,2770,2,98006
765000,3,1.75,2120,2,98103
782000,4,2.5,2830,2,98004
525000,3,3.5,1370,2,98119
745000,3,2.5,2810,2,98045
470000,3,3.5,3520,2,98022
345000,3,1.75,1990,1,98178
279000,3,2.25,2070,1,98003
500000,3,1.5,1320,1,98177
237000,3,1,1300,1,98056
200500,3,1.75,1260,1,98030
387500,4,1.75,2400,1,98166
392500,4,2,1950,1,98125
305000,3,2,1430,1,98056
981000,4,2.5,2110,1,98006
680000,4,2.5,2980,2,98075
276000,4,2.5,2068,2,98001
655500,4,3.5,3380,2,98177
555000,5,2.75,2810,1,98007
235000,2,1,930,1,98148
325000,3,1,1300,1,98155
268950,3,1,1320,1,98166
264500,3,1.5,1580,1,98001
240000,3,2.5,1620,2,98003
819000,3,2.5,2750,2,98070
850000,2,1.5,2210,1,98122
294950,4,2.25,1740,1,98188
693000,3,2.25,2120,2,98040
478000,4,2.5,2780,2,98059
222000,2,1,830,1,98125
635000,4,2.5,2070,2,98056
469000,3,3.25,1390,2,98107
350000,4,2.5,2610,2,98038
180000,5,1,1460,1.5,98146
490000,4,2.25,3390,1,98027
360000,3,1.5,1360,1,98103
630000,4,2.5,2807,2,98028
615000,4,1,1340,1.5,98119
279950,3,2.25,1340,2,98038
317000,3,1,1160,1,98125
618000,4,2.25,2470,1,98052
620000,5,1.75,2000,1,98008
345000,3,1,1110,1,98115
608000,3,1.5,2240,1,98103
325000,4,2.25,1920,2,98058
475000,3,1.75,2270,1,98058
154000,3,3,1530,1,98001
1190000,5,3,3330,2,98040
376950,4,2.5,2643,2,98030
500000,2,2,1250,1,98103
499950,3,2.5,3230,1,98014
230000,3,1,880,1,98059
652600,4,2.5,2220,2,98117
185000,3,1.75,1130,1,98023
274950,3,1,1450,1,98168
447000,2,1,760,1,98136
129000,2,1,1150,1,98055
436000,5,3,2720,2,98059
825000,3,1.75,2080,2,98103
225000,3,1,1080,1,98001
265000,3,2.5,1890,2,98002
765000,3,1.5,1500,2,98122
509000,4,2,1960,1.5,98103
762450,4,1.75,2570,1,98005
465000,5,1.5,1830,1,98155
564000,3,1.75,1980,1,98136
384500,2,1,1130,1,98146
415000,3,2,2010,1.5,98022
345000,2,1.75,1820,1,98155
465950,4,2.5,2340,2,98059
325000,3,1.75,1780,1,98074
500000,3,1.75,1780,1,98074
450000,4,2.5,2450,1,98075
475000,4,3,2410,1,98034
1346400,5,1.75,3380,1,98004
747000,3,1.5,1710,2,98115
395000,3,1.75,1740,1,98177
505000,3,2.5,1995,3,98102
215000,3,2,1760,1,98001
775000,4,3.5,3970,2,98045
540000,4,2.5,3000,2,98059
392500,3,1.75,1540,1,98133
987000,3,2,2160,1,98004
1190000,3,2,2160,1,98004
252500,3,2,1810,2,98058
730000,3,3.5,2440,2,98005
497300,6,2.75,3200,1,98146
640000,4,2.5,2970,2,98077
580000,5,2,2290,1,98008
377000,3,1.75,1820,1,98027
1280000,4,3.5,3010,2,98112
396500,3,1.5,1360,2,98199
300000,4,2.5,2080,2,98059
532000,3,1,1110,1.5,98117
579000,2,1.75,1560,1,98053
1400000,4,2.5,3520,2,98199
571000,5,1.75,2280,1,98166
301950,3,1.75,1370,1,98059
660000,3,3,2340,2,98103
455000,4,2.5,3170,2,98001
375000,3,1.75,1380,1,98133
470000,4,2.5,2700,2,98042
374990,3,2.5,1300,2,98028
541500,2,2.5,1900,2,98053
782500,3,2.5,3750,2,98074
264000,3,2.25,1552,2,98092
640000,4,2.5,2500,2,98074
660000,3,2,1770,1,98177
1365000,5,3.5,4210,2,98006
389950,3,2.5,2170,2,98030
226000,2,1,1510,1,98146
390000,3,1.75,1870,1,98038
485000,3,2.25,1570,2,98074
840000,4,2.5,2480,2,98052
600000,5,3.5,3580,1.5,98155
331000,2,1,1480,1,98133
780000,3,2,2610,1,98115
300000,3,1.75,1700,2,98003
361810,3,1.75,1240,1,98166
467000,3,1,1660,1,98133
399000,3,1.75,1620,1.5,98178
315450,3,1.75,1130,1.5,98108
600000,3,1,1310,1.5,98103
247500,4,2,1710,1,98042
330000,3,1,2140,1,98118
500000,4,2.25,2350,1.5,98011
367500,3,1,1570,1,98028
560000,3,2.5,2780,1,98045
655000,4,1.75,2540,1,98116
530000,5,2.75,2500,1,98008
270000,3,2.25,2080,1,98002
437500,3,2,1760,2,98126
575000,3,1.75,1760,1,98005
278000,4,2.5,1940,2,98023
568500,4,2.5,3010,2,98056
280000,4,3,2460,1,98168
250000,2,1,750,1,98103
247500,3,0.75,1300,1,98006
1250000,5,2.75,3710,1.5,98006
535000,4,2.5,2360,1,98028
814842,3,2.5,3190,2,98034
340000,4,2.5,2181,2,98001
359950,3,1.75,1890,2,98133
750000,3,1.75,2610,1.5,98117
1220000,4,2,3090,2.5,98117
370000,2,1,860,1,98117
329950,3,1,1000,1,98058
500000,3,2.5,2760,2,98058
734000,4,2.5,3490,2,98077
385000,4,2.5,2960,2,98038
230000,2,1,1280,1,98118
1385000,4,3.5,3230,1,98033
210000,3,2,1830,1,98118
293000,3,1.75,1420,1,98059
465000,3,1,1580,1.5,98117
449000,3,2.25,1960,1,98028
325000,2,1.75,1670,1,98178
180000,3,2,1670,1,98002
650000,6,3,2960,1,98103
665000,4,2.75,2420,1,98177
324450,3,2,1420,1,98166
588000,4,1.75,2170,1,98116
200000,4,1,1310,1.5,98126
383000,4,1.75,1830,1,98028
499950,3,2,1360,1,98107
549000,5,2.5,3440,1,98003
465000,5,3,2010,1,98103
450000,3,2.5,2450,2,98038
799900,4,2.5,3030,2,98033
495000,4,2.5,2480,1,98027
1200000,3,3.5,4310,2,98177
637000,4,2.5,2120,2,98052
589000,4,1,2210,2,98122
305000,3,1.75,1400,1,98059
600000,4,2.25,2760,2,98144
587000,4,2.5,2550,2,98072
1425000,2,2.5,2220,2,98112
250000,4,1,1320,1,98002
515000,3,3,2440,2,98133
833000,4,2.75,3780,2,98075
860000,3,3.25,4720,2,98059
550000,4,3,2360,1,98115
180000,2,1,890,1,98178
507000,4,1.75,1770,1,98052
427000,3,2,1720,1,98027
616950,3,3.5,2490,2,98005
372000,4,1.75,1890,1,98056
290000,2,1,1020,1,98115
329990,4,2.75,2420,2,98022
393500,3,1.75,1600,1,98155
1550000,5,3.25,3370,1,98040
240000,4,2.25,1720,1,98023
285000,3,1,1090,1,98166
382500,3,1.5,1090,1,98074
1925000,4,3.75,3600,1,98112
800000,3,2.5,2760,1,98115
550000,4,3.5,2770,2,98033
387846,4,1.75,2520,1,98028
367500,4,2,1960,1,98002
780500,5,1,1760,2,98112
680000,3,1.75,1090,1,98115
434400,5,1.75,1960,1,98034
370000,2,1,1220,1,98033
465000,3,1.75,1730,1,98177
323000,3,2,1830,1,98058
270000,4,2.5,1600,2,98042
1320000,3,1.75,2040,1,98052
560000,4,2.5,2710,2,98059
450000,3,1,1140,1,98144
290000,2,1,930,1,98125
354000,3,2,1010,1,98074
705000,5,3,2380,2,98107
445000,3,2.25,1860,1,98034
229900,3,1,1440,1,98003
610000,4,2.5,2980,2,98053
535000,3,3.25,2670,2,98065
437400,3,1.75,2150,1,98008
540000,5,2.75,3160,2,98011
570000,3,2,1890,1,98006
533000,3,2.5,2810,2,98011
555000,3,2.5,2690,2,98065
239950,3,1.75,1230,1,98042
350000,3,1,950,1,98034
245000,2,1,1200,1,98106
456000,4,1.75,1670,1,98125
465000,4,2.25,2140,1,98034
445000,2,1.75,1440,1,98053
517850,5,2.75,3050,1,98034
329000,5,2.75,2570,2,98092
512500,3,2.5,1840,2,98116
365000,2,1,1250,1,98125
450500,3,1,1410,1,98133
915000,3,1,1560,1,98004
205000,3,1,960,1,98002
314000,4,2.5,1870,2,98188
496000,2,1,900,1,98107
329950,4,1,2050,1,98178
375000,4,2,2400,2,98011
623000,3,2.5,1850,2,98033
310000,4,1.5,1220,1,98014
532500,3,3.25,3140,1,98065
960000,4,2.25,2410,2,98117
598000,4,2.5,3130,2,98045
683000,3,2.5,2300,2,98027
425000,5,2.5,2840,1,98155
533000,5,2.75,1800,1.5,98103
375000,3,1,1190,1,98166
250500,3,2,1710,2,98023
257000,4,1.75,1900,1.5,98010
218000,3,1,880,1,98178
460000,3,2,2060,1,98126
255544,3,1,1360,1.5,98133
560000,2,2,1680,1,98053
480000,4,2.5,2980,2,98019
1300000,5,1.75,2130,1,98004
580000,3,2.75,2650,1,98028
475000,3,2.5,1700,1,98126
1309500,4,2.5,2680,1,98166
700000,3,2.5,2530,1,98038
590000,3,2.5,2520,2,98074
264500,3,2.5,1630,1,98092
465000,2,1,730,1,98107
290000,3,1,910,1,98106
1815000,4,4.5,4510,2,98033
416000,3,1,1110,1,98008
360000,4,2,1450,1,98034
585083,5,2.75,2910,1,98075
840000,4,2.75,2600,1.5,98119
81000,2,1,730,1,98168
1285000,3,2.25,2440,1,98105
326000,4,1.75,2290,1,98178
447000,2,1,720,1,98136
185000,3,1,940,1.5,98032
439950,3,2.5,1540,2,98034
234000,3,1.5,1140,1.5,98045
485000,4,2.5,2100,2,98007
750000,4,1.75,2670,2,98199
865000,4,2,2750,2,98119
287500,4,2.5,2570,1,98023
375000,3,1.75,1660,1,98072
565000,3,2.25,1700,1,98033
260000,4,3,1530,2,98042
190000,3,1,1260,1,98056
399950,5,2,2760,1,98118
275000,3,2.5,1830,2,98023
528000,3,2.75,2160,1,98126
315000,3,2,1770,1,98166
614306,2,2.25,2210,1,98117
1490000,3,3.5,4560,2,98034
590000,3,2.5,2110,2,98029
261500,3,1,1130,1,98144
300000,4,2.5,1960,2,98030
439000,3,2.25,2230,1.5,98178
277554,5,2.25,2350,1,98178
215000,3,2,1340,1,98168
1200000,2,2.25,2160,2,98146
420000,4,2,1700,1,98115
485000,3,2.5,1650,2,98053
202500,3,2,1540,1,98002
710000,5,3.25,3920,2,98065
535000,4,2.5,3250,2,98059
260000,4,1.75,1360,1,98058
254000,3,2,1480,1,98038
600000,4,2.5,2360,2,98034
285000,3,2.5,1800,2,98108
800000,4,3.75,2540,2,98075
165000,3,1,1200,1,98168
216500,2,1,710,1,98178
387990,4,2.5,2640,2,98038
500000,4,2.5,3010,2,98133
650000,4,2.5,2770,2,98053
646000,4,2.5,2310,2,98117
323400,4,3,2060,1,98092
300000,3,2.5,1880,2,98038
712500,5,2,2280,1.5,98105
550000,3,1.75,1380,1.5,98122
400000,3,1,1180,1,98034
255000,4,1.75,1650,1,98031
660000,3,1.75,2030,2,98008
925000,4,2.25,2110,1,98115
534000,4,2.25,2130,1,98008
215000,3,1,1690,1,98003
1950000,3,2.5,2510,1.5,98034
1400000,5,4.25,3530,2,98040
212000,3,1.75,1470,1,98001
265000,3,1.75,1840,1,98023
400000,3,1.75,1860,1.5,98116
311500,4,2.5,1940,2,98031
2328000,4,3.5,4420,2,98004
225000,2,1,800,1,98178
1250000,4,2.5,3700,1,98006
380000,3,1,1400,1,98146
600000,4,2.5,2250,2,98034
600000,3,2.25,2230,2,98007
315000,3,2.5,1950,2,98146
847000,5,1,2550,2.5,98122
730000,4,2.5,2750,2,98075
1058000,4,2,2290,1,98004
1620000,4,2.25,2350,2,98039
664000,2,1.75,1720,1,98118
454450,4,3,2810,2,98038
341000,3,1,940,1,98103
276693,4,1,1190,1.5,98155
185000,2,1,1390,1,98168
160000,2,2.5,1660,2,98042
270000,4,2.5,1920,2,98092
300000,4,1.5,1460,1,98166
264950,3,1.5,1370,1,98022
209950,2,1,1050,1,98168
850000,3,2.5,3360,2,98053
645000,4,2.5,3160,2,98074
855000,4,2.25,2480,2,98005
632500,4,1.5,2720,2,98077
289950,3,2.5,2070,2,98023
850000,2,1.75,2170,1,98177
565000,4,2.75,3260,2,98059
792000,3,2.5,2250,2,98074
260000,3,2.25,1950,1,98092
585000,3,2,2220,1,98019
295500,3,1.75,1330,1,98055
329000,4,2,1190,1.5,98155
750000,3,1.75,2770,1,98006
495000,4,2.5,2310,2,98155
672500,3,1.75,1580,1,98199
1307000,5,3.25,2800,1.5,98109
405000,3,2.5,1500,2,98011
620000,3,1.75,2140,1,98119
615000,4,2.25,2330,1,98006
887000,6,2.25,3830,1,98008
1057000,4,2.75,4510,2.5,98117
753000,4,1.75,2160,1,98005
1600000,3,2.25,3170,2,98102
3710000,4,3.5,5550,2,98039
365000,3,1.5,1520,1,98133
870000,4,2.75,3410,2,98006
321000,4,2.5,1830,2,98038
280000,3,2.5,1550,2,98001
288000,3,2.5,1520,2,98038
248500,3,2,1240,1,98023
330000,4,2.5,2380,2,98188
740000,5,3.5,2720,2,98052
445000,3,2.5,2210,2,98045
198500,2,1,1050,1,98023
280000,7,2.5,1940,2,98092
336500,3,2.25,1420,2,98034
267000,3,2.5,1690,2,98010
315000,3,1,1160,1,98077
545000,4,2.5,2040,2,98074
274950,3,1.75,1840,1,98001
500000,2,1,1440,1,98115
299000,3,1,1390,1.5,98155
420000,3,2.5,1470,2,98029
620000,3,2.5,1776,3,98103
575950,3,2.25,1640,1,98008
666500,4,2.5,2860,2,98074
180000,4,1.5,1740,1,98168
261350,3,1.75,1390,1,98023
1030000,4,3.5,2730,1,98199
390000,3,1.75,1435,1,98058
253500,3,1,1640,1,98003
625000,4,2.5,2630,2,98072
255000,4,2.5,1580,1,98059
257000,3,2.5,1740,2,98002
869000,2,1.75,1900,1,98178
745000,4,2.5,3130,2,98075
1350000,4,3.5,3500,2,98040
350000,3,1.75,2130,1,98166
475000,3,2.5,950,2,98102
540000,3,2.5,1720,2,98052
175000,2,1,830,1,98038
100000,2,0.75,660,1,98032
890000,5,1,2590,2,98122
280000,3,2.5,1600,2,98001
1050000,4,4.25,4390,2,98029
486000,4,2.5,3560,2,98023
670000,5,2.5,2860,2,98065
480000,3,2.5,1640,2,98029
440000,3,1.75,1500,1,98118
1500000,3,3.25,3990,2,98144
743700,4,2.5,2610,2,98053
449950,3,1.75,1470,1,98117
367000,2,1,700,1,98117
1185000,4,3.25,3960,2,98059
201000,3,1,900,1,98002
575000,3,1.75,2010,2,98112
295000,3,2.5,1940,1,98001
190000,3,1,1510,1,98002
742500,2,3,2020,1,98117
875000,6,3.5,4430,2,98056
1387000,4,3.5,4010,2,98040
600000,4,2.25,3070,2,98034
207000,3,1.5,1460,1,98003
650000,4,2.75,3260,2,98065
275000,2,1,830,1,98126
1200000,4,2.5,2390,2,98102
262500,3,2,1130,1,98166
399000,2,1,1120,1,98125
139000,4,1.5,1410,1,98030
575000,3,2.5,1750,2,98033
580000,2,1,1040,1,98103
468000,3,2.25,1630,2,98053
230000,3,1,1380,1,98023
675000,4,4,3680,2,98074
318000,3,1,1250,1,98072
332100,5,3.5,2660,2,98092
175000,2,1,620,1,98168
817000,4,2.25,2600,2,98006
1200000,4,3,2150,2,98039
525000,3,1.75,1470,1,98126
189000,3,1,1380,1.5,98002
629950,3,2.5,1680,2,98119
641500,1,1,1000,1,98146
490000,3,2.25,1630,1,98034
415000,3,1.75,1790,1,98072
250000,2,1,890,1,98115
781000,3,1.5,1290,1,98004
400000,4,2.25,2420,1,98133
935000,4,3,3680,2,98115
575000,4,2.5,3020,1,98155
1660000,4,3.25,4240,2,98033
302300,5,2.75,3130,1,98023
355000,2,1,900,1,98126
1538000,3,2.25,2880,1,98033
926250,4,1.75,2390,1,98040
300000,3,1.75,1450,1,98166
361500,3,1.75,1070,1,98052
616000,3,1.5,1740,1,98040
395000,2,1.75,1210,2,98029
245000,3,1.5,2100,1,98198
206000,3,1,1060,1,98023
706000,4,2.5,3280,1,98188
578000,3,1.5,1660,1.5,98199
341950,5,3,3070,2,98042
305000,3,1,1150,1,98033
575000,3,2.75,1710,1,98119
330000,3,1,1180,1,98027
445000,4,2.25,2130,2,98034
333000,3,1,1050,1,98126
598500,4,2.5,2520,2,98027
225000,2,1,700,1,98055
570000,4,2.5,2640,2,98074
630000,5,2,2330,1,98115
779000,5,2.25,2830,2,98006
760000,4,3.5,3720,2,98065
322968,5,1.75,1890,1,98028
595000,4,2.5,2910,2,98065
321000,4,1,1300,1,98056
653000,3,2.25,2770,2,98072
750000,4,1.75,2520,1,98146
530000,3,1,1340,1,98105
352750,2,1.75,1060,2,98144
424950,4,2.5,2480,2,98038
427000,5,2.75,2220,1,98144
558000,4,2.5,3220,2,98118
438200,2,2,1600,1,98115
340000,1,1,640,1,98136
830005,4,3.75,3610,3,98117
548000,4,3.25,3420,2,98019
411715,3,1.75,1840,1,98108
865000,4,4,2790,2,98005
1750000,6,4.25,5860,2,98006
688000,3,3,3450,2,98074
399950,4,2.5,2350,2,98038
555000,3,1,1250,1.5,98115
677000,3,2,2000,1,98103
539000,3,2,2260,1,98074
410000,3,1.75,1510,1,98144
472000,2,2.25,1800,2,98008
755000,3,2.5,2420,1,98118
269900,5,1.75,1750,1,98031
667400,4,2.5,2660,2,98072
1220000,3,2.25,2640,1,98004
544000,3,2.5,1460,2,98117
800000,2,1,1570,1.5,98144
315000,3,1,1010,1,98074
227000,4,1,1200,1.5,98178
765000,4,2.5,4040,2,98038
625000,3,3,1820,3,98119
1875000,4,5,5810,2,98033
822600,4,2.5,3010,1,98006
515000,4,2.5,1910,1,98011
377000,4,2,1640,1,98106
600000,3,1,1480,1,98136
525300,4,1.75,2520,1,98177
760000,4,3,2840,1,98034
202000,2,1,840,1,98032
470000,3,2,1730,1,98038
810000,3,2.5,3140,2,98075
175000,3,1,1480,1,98188
440000,4,1.75,1920,1,98125
197000,2,1,770,1,98146
254000,3,1,1010,1,98056
405000,3,1,1460,1.5,98074
416000,2,1,940,1,98126
779950,4,2.75,2840,3,98052
200000,4,2.75,1910,1,98030
658100,4,2.5,2430,2,98029
397000,2,1.75,1610,1,98118
815000,3,3.75,2780,2,98007
345000,2,1,1160,1,98155
305500,4,2.5,1850,2,98031
340000,3,2.25,2120,1,98002
330000,5,2.5,2620,1,98034
269000,4,2.5,2060,2,98198
349950,3,1,1060,1,98052
431000,3,1,1500,1,98125
735000,4,1.75,2380,2,98105
414000,5,3,3045,2,98058
619500,3,2.5,1700,2,98122
675000,3,1.75,1240,1,98033
380500,3,1,1410,1,98034
253000,3,1.5,880,1,98178
157500,2,1,740,1,98031
627000,4,2,2030,1,98052
469500,4,2.5,2090,1,98034
319950,2,1,920,1,98146
249500,3,1,1180,1,98058
485000,3,1,1260,1.5,98119
1125000,5,3,3690,1,98005
314500,3,1.75,1700,1,98038
220000,2,1,770,1,98155
444950,3,2.5,2020,1,98133
598000,4,2.5,2030,1,98115
699850,4,3.5,2690,2,98075
595000,3,2.5,1750,2,98033
735000,4,2.5,3270,2,98053
542500,4,2.5,2330,2,98007
450000,3,1.75,1720,1,98052
298500,3,2,2420,1,98188
403950,2,1,710,2,98102
271000,2,1,710,1,98106
335000,2,1,1510,1,98133
305000,2,2.25,1610,2,98056
630000,3,3,1880,2,98107
253000,2,1.75,1220,1,98055
395000,4,1.75,2060,1,98008
265000,3,2.5,1340,1,98042
225000,2,1,1030,1,98058
338500,4,2.5,2717,2,98001
300000,2,1.75,1360,1,98177
255000,2,1,1260,2,98178
337000,4,3,2240,2,98155
324900,3,2.25,2080,2,98092
821000,3,2.75,2760,1,98040
500000,4,2.75,3000,1,98038
885000,4,3.5,3310,2,98136
360000,4,2,1630,1,98077
304000,3,1,900,1,98034
376000,2,1,880,1,98118
425000,4,1.5,1620,1,98008
1180500,3,1.75,1610,1,98112
187000,3,2.5,1730,2,98166
710000,2,1.5,1640,1.5,98105
585000,3,1.75,1840,1,98033
1400000,5,4,4700,2,98006
1980000,4,3.5,4500,1,98004
250000,3,1.75,1780,1,98001
950000,4,2.75,3800,2,98006
725000,3,2.5,2980,2,98075
505000,4,2.5,2780,1,98034
90000,1,1,560,1,98106
400000,4,2,2060,2,98118
407000,3,1,1140,1,98177
651000,3,1.5,1890,1.5,98105
485000,3,2.25,2090,1,98155
460000,4,2.75,3460,2,98022
369000,2,1,1320,1,98126
355000,2,1,1240,1,98070
155000,2,1,810,1,98118
1000000,3,1,1880,1.5,98112
419625,4,2.5,2680,2,98058
435000,3,2,2040,2,98133
379000,4,1.75,2180,1,98056
293000,4,2.25,1870,2,98038
592100,4,2.75,2310,1,98006
362000,3,1.75,1120,1,98011
227000,3,1,1340,1,98178
335500,3,1.75,1260,1,98011
213000,3,1.75,1200,1.5,98010
338000,5,2.5,2400,2,98042
163500,3,1,940,1,98002
199988,2,1,860,1,98178
1185000,3,2.25,2390,1,98105
320000,4,2.5,3130,2,98042
450000,6,2.25,3550,1,98125
249900,2,2,1470,2,98038
223000,2,1,910,1,98058
631000,4,4,2630,1,98055
350000,4,2.25,1780,1,98055
279000,3,1.75,1430,1,98065
310000,5,2,2730,1,98058
185000,2,1,900,1,98198
445000,3,2.5,1740,1,98070
365000,4,2.5,2905,2,98031
333500,3,1.5,2230,1,98146
385000,3,2.25,1680,1,98177
345000,3,1.5,1240,1,98006
1260000,3,3,3230,2,98116
440000,4,2.5,2560,1,98027
444500,3,2.5,2600,2,98065
340000,4,1,1200,1,98070
680000,4,1,1660,1.5,98117
420000,3,1.75,1140,1,98033
438500,3,2.25,3050,2,98092
109500,2,1,800,1,98168
461000,4,2.75,1700,1,98133
968000,4,1.75,2630,1,98040
355000,3,1.75,1960,1,98106
249000,3,1.5,1180,1,98058
256500,5,2.5,1960,1,98058
1810000,5,2.5,4250,1,98004
269000,3,2.25,1950,1,98023
1350000,4,3.5,3600,2,98112
885000,3,2.25,2060,1,98040
455000,3,2,1640,1,98034
980000,4,2.5,2730,1.5,98119
412500,3,1.75,1530,1,98126
740000,4,3.5,3060,2,98029
1298000,4,2.25,2860,2,98199
326000,2,1.5,1030,3,98103
568500,4,2.5,2460,2,98074
620000,4,2.5,2500,2,98056
283000,3,1.75,1830,2,98106
875000,6,3.25,2820,2,98105
1310000,4,2.25,3750,2,98115
289950,3,2.5,2070,2,98092
252500,3,2.5,1780,1,98031
376000,4,2.25,2200,1,98056
635700,4,2.5,3240,1,98074
710000,4,2.5,2880,2,98075
440000,3,1.75,1570,1,98177
439000,3,2.5,3180,1,98056
455000,2,1.5,1310,1.5,98052
225000,2,1,910,1,98058
250000,3,1,1460,1,98058
585000,4,3.25,3410,2,98027
685000,3,1.75,2720,1.5,98105
420000,5,2.75,2280,1,98177
245000,2,1,670,1,98144
275000,4,2,1480,1,98055
270000,3,2,2330,1,98023
767250,4,3,2170,2,98115
229000,3,2,1760,1,98166
400000,3,1,1240,1.5,98106
2195000,5,3.25,5210,2.5,98136
665000,5,2,2800,1,98033
500000,4,2.25,2060,2,98077
355500,5,2,2360,1,98010
369000,4,2.5,2370,2,98042
338500,2,1,720,1,98125
256000,3,1,950,1,98118
470000,3,2.5,1980,2,98045
675000,3,2.5,2540,2,98177
369950,4,2.75,2760,1,98042
615000,5,3.5,2950,2,98065
1200688,5,3,3640,2,98006
950000,3,1.75,2150,2,98112
799500,4,2.5,2760,2,98112
187000,2,1,840,1,98168
598000,5,2.25,2890,2,98074
429950,3,2.25,2060,1,98155
347950,5,2.25,1700,1.5,98059
851000,3,2.5,3560,2,98053
205000,3,1,1210,1,98146
225000,3,2.25,1590,1,98092
705000,4,2.25,2620,1,98075
535000,5,2.5,3190,2,98059
222500,3,2,1450,2,98022
313500,2,1.5,1270,2,98106
632000,3,2.25,2730,2,98011
467000,3,2,1840,2,98155
339000,3,2.25,1970,1,98030
712000,3,2.75,3200,2,98075
335000,3,1,1060,1,98028
470000,3,3.25,1740,2,98116
367000,3,1,810,1,98052
440500,3,2.5,2460,2,98065
305000,4,1,2100,1,98058
635000,3,1.75,1530,1,98117
1020000,3,2.25,1670,1.5,98119
342000,2,2.5,1175,2,98103
283000,3,2.25,2130,1,98030
430000,4,2.75,2470,1,98022
245000,4,2.5,1700,2,98001
355500,3,2.5,2600,2,98038
395000,3,1,1460,1,98115
324900,4,2.25,2010,2,98032
660000,3,1.75,1320,1.5,98116
570000,3,2.5,3150,2,98058
552321,3,2.5,1960,2,98052
1100000,2,1.75,2050,1,98004
237000,3,1.5,1800,1,98001
402000,2,1,1210,1.5,98136
470000,3,2.25,1830,1,98027
395900,3,1.75,1880,1,98155
442000,2,1.75,860,1,98103
795000,4,2.75,2890,2,98077
190500,3,2,1390,1,98003
808000,4,2.75,3340,2,98027
500000,4,2.5,2040,2,98133
775000,4,2.75,3010,2,98075
300000,5,1.75,2110,1,98133
496000,5,1.75,2110,1,98133
448000,4,2.5,2510,2,98038
645000,2,2.25,2770,1,98070
464600,3,1.75,1120,1.5,98136
590000,3,1,1530,2,98122
399000,3,2.5,1800,2,98118
305000,2,1,1030,1,98118
478000,3,1.75,1210,1,98034
598800,1,1,1090,1,98014
430000,4,2.25,1790,1,98155
433000,4,1.5,1550,1,98118
420000,4,2.75,2400,1,98058
585000,4,1.75,2470,2,98070
255000,3,1,1170,1,98055
305000,3,1,1120,1,98059
396000,4,1,1040,1.5,98117
347500,4,2.5,2460,2,98023
900000,4,2.5,3690,2,98027
425000,3,1.75,1960,1,98077
429000,3,2.5,1920,2,98045
540000,3,2.25,1670,2,98199
324950,3,2,1340,1,98024
1049000,3,2.25,2610,2,98112
221000,4,1.75,1540,1,98003
405000,3,2,1640,1,98125
1150000,3,2.5,2100,1,98004
588000,4,1.75,1930,1,98008
234950,3,2,1430,1,98001
580000,4,1.5,2430,1.5,98144
637000,5,3,2460,1,98006
704000,4,2.25,2490,1,98199
210000,2,1,880,1,98168
772000,4,2.5,2110,2,98117
763000,4,1.75,1850,2,98117
213500,2,1.5,2060,1.5,98030
255000,2,1,1360,1,98155
423500,3,2,2000,1,98033
520000,3,1.5,1810,1,98177
550000,3,2.75,2230,1,98075
795000,3,2.75,1820,1,98116
495000,4,3,2740,2,98072
455000,4,2.5,2710,2,98058
85000,2,1,910,1,98032
239000,4,2,1980,1.5,98055
184900,3,1,1040,1,98023
386000,4,2.25,2810,1,98058
415000,4,2.5,2000,2,98133
387000,3,1,1530,1,98118
2140000,6,4,5110,2.5,98112
685000,4,2.25,3133,2,98166
340000,4,2.5,2020,1,98168
422000,2,1,750,1,98118
442000,3,2.5,1980,2,98011
280000,3,1,1200,1,98168
1150000,5,2.5,3580,2,98033
279000,3,2.5,2010,2,98022
569000,4,2,1730,1,98103
1355000,5,3.5,5960,2,98008
209950,2,1,860,1,98032
468000,3,1.5,1370,1,98177
237100,3,1.75,1360,1,98198
336000,4,2.5,2530,2,98003
500000,4,2,1680,2,98144
290000,3,2.5,1580,2,98055
1185000,7,3.5,3890,2,98117
365000,5,2,1600,1.5,98126
146300,3,1,1200,1,98092
554000,3,1.75,1760,1,98005
424000,3,2,1670,1,98034
1348000,4,3.5,4640,2,98027
508500,4,1.5,1800,1.5,98115
244500,3,1.75,1210,1,98042
206000,2,2.5,1280,2,98055
643500,3,2,1650,2,98177
372500,4,1.75,1590,2,98133
630000,5,2,1900,1,98107
418000,2,2.5,1500,2,98029
425000,4,2.5,2689,2,98030
800000,4,2.75,3250,2,98027
208000,2,1,960,1,98168
476000,3,1.75,1650,1,98075
277500,3,2.5,1690,2,98023
478000,3,1.75,2790,1,98027
890000,4,2.75,2310,3,98122
450000,3,3.5,1790,3,98199
